X,Y,label
-0.737876159,-0.432333065,0
-1.302491379,-1.182138368,0
1.605386704,-0.78042646,1
-1.385386556,-1.504292563,0
-1.409679122,-1.807302486,0
-1.29467912,-1.442074418,0
-1.275044863,-1.38797102,0
1.049018642,-1.125458369,1
-0.236997885,0.074201237,0
1.179103508,0.521428751,1
1.193088144,0.515659896,1
-0.401040649,-0.342577457,0
1.161835471,1.309628356,1
0.641661415,-2.300973764,1
-1.985856897,-2.189683592,0
2.240333513,1.863999858,1
-0.992960416,-0.881230995,0
0.396398285,-4.001476405,1
0.657599822,-2.090278334,1
0.149007786,-2.086117245,1
0.32251566,-0.860045457,1
0.441637919,-1.965486146,1
-0.002824917,0.313520315,0
-1.124446728,-1.004150646,0
-1.423345763,-1.707073086,0
0.582846509,-2.13570885,1
-2.436786801,-2.607503046,0
-1.4418952,-1.503133736,0
0.468656051,-2.685042756,1
1.676133759,-0.765230357,1
0.589684168,-0.636828726,1
-0.620157457,-0.060009456,0
-0.894434384,-0.735476695,0
-1.221543442,-1.178867532,0
-0.659609575,-0.571575447,0
0.227911906,-3.769927046,1
2.245105413,3.981226647,1
1.02079203,-0.514434747,1
0.985203101,-0.475207827,1
1.32052591,-0.030991554,1
1.21338033,-1.940156341,1
-0.424356514,0.020252589,0
1.307215132,-0.698289167,1
0.512003482,-0.73636599,1
-1.79076434,-1.828309838,0
0.943356243,-0.040968597,1
0.252624195,-4.040263307,1
1.141890472,0.283262872,1
0.554854054,-3.134929822,1
1.005274554,0.497165096,1
-0.341052447,-0.158137355,0
1.542247718,-0.858757694,1
1.093233992,-1.202708641,1
0.839678992,0.974219694,1
1.598810214,-0.543127196,1
-0.923718788,-0.741412249,0
1.681443062,1.346197099,1
1.088325391,-1.106079293,1
1.199868408,-0.130328113,1
-2.010135505,-2.632947506,0
1.270932004,-2.096153279,1
-1.60301839,-1.805160218,0
1.910204234,2.126628837,1
1.26389234,-0.273395702,1
-1.786934013,-2.257281705,0
-0.386499419,-0.152190059,0
-1.183929605,-1.394676671,0
-1.01972448,-0.938566168,0
1.323597315,-0.966924924,1
1.752937653,0.035490043,1
0.36570995,-0.86648494,1
1.143845913,-0.316362808,1
0.608873938,-1.181425327,1
0.823269027,-2.636340354,1
1.406346099,0.679628963,1
1.264340766,-0.718175536,1
-1.736607803,-2.313966145,0
1.410099264,-0.542885861,1
1.143237597,-1.462042515,1
-0.529837442,-0.274371819,0
-1.066321236,-1.382422012,0
-1.288127519,-1.415678543,0
-0.924843257,-0.916978151,0
0.089401116,0.295382072,0
-1.053867618,-0.984581134,0
0.92695813,-1.187438952,1
0.663621579,-0.964394367,1
0.945330268,-2.150445149,1
1.912807253,-1.002681512,1
1.000114677,-2.954139585,1
-2.438672767,-2.779927536,0
-1.030072623,-0.750683813,0
1.353167616,-0.966836746,1
-0.236965098,0.158939455,0
-1.553095186,-1.551612728,0
-1.598815314,-2.066334355,0
1.187532631,-0.308739411,1
-0.948749763,-0.83256425,0
-0.786005407,-0.991666766,0
0.668522217,-2.546698917,1
-1.159425864,-1.232317921,0
1.04431493,-1.370205535,1
1.007071806,-0.49519415,1
1.262726957,-3.556223804,1
0.879673442,0.254803628,1
0.706341601,-0.337915143,1
0.505405902,-3.263839988,1
-0.09489819,0.355027673,0
1.082853057,-1.309054945,1
-0.2322709,0.070377631,0
0.564801179,-2.248894222,1
1.326444544,0.625045055,1
-0.886138713,-1.012231743,0
0.021884129,0.365168079,0
0.313346717,1.168423049,0
0.404903352,-1.559340321,1
1.25549064,-1.433120449,1
-0.841441037,-0.691914838,0
0.882670299,-2.884867487,1
0.343084408,-0.18249919,1
-0.968399023,-1.015489249,0
1.197990776,0.267387175,1
-0.637488911,-0.368996072,0
0.97359363,-0.188670339,1
1.017376697,-0.934993178,1
-0.819331023,-0.789979658,0
0.977678625,-1.303919102,1
-0.222317314,-0.027464294,0
-0.866340209,-0.613618587,0
-0.820152041,-0.750724468,0
0.627704782,-3.213560848,1
0.691649027,0.078904735,1
1.524902824,1.132524066,1
-1.419884372,-1.799987436,0
0.152414014,0.675517659,0
1.437939493,0.408764313,1
1.268907549,-0.808545746,1
-2.007542105,-2.579609045,0
-1.233125433,-1.546731694,0
1.168850441,0.10855075,1
-1.111404157,-0.98944339,0
1.717796206,1.717939114,1
-0.286030056,-0.129696329,0
-1.844201397,-2.148860092,0
-0.870902411,-0.984883155,0
-0.414304364,-0.296181289,0
-0.432341147,-0.215908727,0
-1.619015511,-2.003262024,0
-2.05854714,-2.545180334,0
-1.796708228,-2.213308726,0
-0.988753695,-0.959109957,0
0.928554905,-0.631964998,1
-0.50344884,-0.315274017,0
-1.052844865,-1.410614606,0
0.18030499,-2.154509201,1
0.771678874,-3.154476639,1
-1.379414632,-1.381071867,0
-0.805992863,-0.943648429,0
1.14205349,0.138641806,1
-0.9048182,-0.907000197,0
1.180777891,-0.966527684,1
-1.168787111,-1.386440742,0
-0.281623257,0.053163691,0
1.034717145,-1.124729602,1
-1.231122691,-1.398581466,0
-0.771711721,-0.645008726,0
0.69103377,-1.204288286,1
1.413972759,-0.355727592,1
-0.8624638,-0.678474827,0
-0.697324118,-0.697702263,0
-1.032074671,-0.891184805,0
-0.728014635,-0.64592008,0
0.9802647,-0.179324492,1
0.759848014,-0.877572539,1
1.545667862,0.847263905,1
0.082979635,-1.3301839,1
1.045359764,-0.257515236,1
-2.284437624,-2.868707305,0
-0.930546434,-0.961043405,0
-0.719375873,-0.655932747,0
0.270766521,-1.254549994,1
0.587626431,-2.042463034,1
-0.932552021,-0.835963964,0
-0.415819124,-0.468630458,0
0.836316616,0.077877108,1
0.756659076,-1.24399626,1
-0.266397222,0.103881378,0
1.866280781,2.461883002,1
-0.24281247,-0.330517725,0
-1.15724999,-1.169203543,0
2.096752436,1.245097995,1
0.657690287,-1.79620962,1
-1.802578016,-2.042239771,0
0.802985575,-1.503603337,1
0.888967097,-2.041515874,1
0.996412224,-1.659872916,1
0.032044573,-0.034173691,0
-0.054238583,-2.508848077,1
-1.53005511,-1.80935017,0
-1.35256657,-1.719819669,0
1.087253053,-2.341257782,1
-0.569452325,-0.374597223,0
1.273934571,-3.010346903,1
-0.741818485,-0.376918086,0
-1.823928879,-1.986996446,0
-1.313609369,-1.248631717,0
-1.68718059,-1.939370826,0
-1.712929325,-2.231476861,0
-1.345646409,-1.253198595,0
-1.314880826,-1.347331051,0
-0.444851724,-0.295054336,0
-1.91453183,-2.063856239,0
0.580810489,-0.517394589,1
1.373715005,-0.134592029,1
-1.867165225,-1.796801488,0
0.429661442,-3.293891187,1
-1.596480305,-1.411693697,0
0.532009352,-0.870835869,1
0.554005442,-2.618842544,1
1.272357105,-0.102931256,1
-1.30065911,-1.333907575,0
-0.994468001,-1.09465412,0
-1.463296055,-1.439805475,0
-0.913859025,-0.719443376,0
-1.04166407,-1.225121214,0
1.284272709,-0.348489907,1
-1.125339875,-1.131336136,0
1.053196412,-2.202393408,1
-0.14548469,0.272181567,0
-1.055412434,-1.049598759,0
-1.761884774,-1.873625103,0
0.897612513,-0.816275181,1
-0.214182708,0.076549581,0
0.399681939,-1.505435318,1
1.849275041,-0.116403454,1
-0.810753611,-0.871799194,0
-1.496821355,-1.554406569,0
-0.553409947,-0.16586307,0
0.64500067,0.88971973,1
-0.422628508,-0.211152472,0
0.925468066,-0.628972852,1
1.723184902,-1.238914426,1
-1.670374945,-2.063001125,0
-0.767807994,-0.706024938,0
-0.010711163,0.186650214,0
-0.058585553,0.280277108,0
-1.578920097,-1.763805391,0
0.694779643,-0.24508655,1
0.675053481,-0.145228573,1
-0.799308916,-0.515064906,0
0.681428053,-2.910794468,1
-1.190317857,-0.978025635,0
-0.605546886,-0.517078685,0
-2.166438444,-2.383600659,0
1.270112224,0.395269748,1
1.71180412,1.316834154,1
1.092391077,-1.02872471,1
-1.181935512,-1.184940614,0
-1.315785641,-1.377503585,0
0.927079255,-0.070067798,1
-0.969500703,-0.851814658,0
-1.425557538,-1.598685998,0
-0.354367114,-0.09645103,0
-1.247567126,-1.24388953,0
-0.101354396,0.053035446,0
-0.706310564,-0.55506475,0
-1.595504318,-1.384448469,0
-1.933024189,-2.149145009,0
0.515140616,-1.062496031,1
-0.827281651,-0.586275984,0
-1.893456585,-2.390138123,0
-0.683158272,-0.553649338,0
0.932258006,-0.480383028,1
-0.980425323,-1.173351027,0
-0.529880863,-0.226658146,0
-0.314745298,-0.144834112,0
0.675344746,-2.250677553,1
-1.596779398,-1.845069568,0
-0.916471056,-1.166663698,0
-1.274911868,-1.402600142,0
0.63583616,-2.939793668,1
0.434144474,-1.842839905,1
0.067856069,0.458880405,0
-1.379622386,-1.785387524,0
-1.0860121,-1.120720021,0
0.862560308,-1.965906117,1
-0.557717546,-0.444246693,0
0.500352124,-2.209702631,1
-0.799668026,-0.826849307,0
-1.150120129,-1.05592951,0
1.029379211,-1.206500725,1
1.217544706,-0.724860978,1
-0.861802276,-0.738645298,0
-1.283142375,-1.548126287,0
-1.373529566,-1.219984129,0
0.919866601,-0.684284574,1
-1.17002434,-1.14520741,0
-0.325918405,-0.145282171,0
1.389643813,-0.882372674,1
0.936593702,-0.087519616,1
0.37717136,0.960096826,0
-1.457372829,-1.667827374,0
-0.486510795,-0.553396992,0
-1.155562955,-1.320488992,0
2.103337833,0.819988945,1
1.770735252,1.950648737,1
1.839150227,0.681988447,1
-1.21900265,-1.242330133,0
-0.560140129,-0.614635423,0
0.432632744,-2.705317488,1
-0.77302281,-0.523928578,0
0.616609693,-2.151963303,1
-1.867226585,-2.400324846,0
1.242388042,-2.193246995,1
0.603554908,-2.707097125,1
-1.964473251,-2.283979597,0
0.11035041,-3.026002074,1
0.720763599,-3.274087858,1
1.544867651,-0.392139852,1
-1.535157534,-1.728043872,0
1.388099101,-0.449452387,1
1.025050693,-3.2081984,1
1.079392523,1.908526416,0
-1.284208073,-1.286660701,0
1.164641151,-1.908306183,1
1.094497846,0.11737767,1
1.400143335,-0.919225187,1
-0.148870733,-0.103488126,0
1.408190995,-0.623564672,1
1.139190416,-0.784500139,1
-1.079552527,-1.091418841,0
1.248149287,-0.30426406,1
-1.740065545,-1.97757974,0
-1.983965453,-2.152255659,0
1.553696345,-0.05144579,1
1.687014851,0.453026244,1
0.621281807,0.171122881,1
1.084668989,-1.586205629,1
0.269247346,-1.376910328,1
-0.974623247,-1.046669758,0
-1.411680227,-1.443174554,0
-0.847416486,-0.627368416,0
1.06242156,-0.368635928,1
0.871226267,-1.661311038,1
1.431811051,0.844934033,1
0.874041176,-1.537545975,1
0.641331284,-0.688535165,1
-0.656146028,-0.811890107,0
-1.055270594,-1.127230045,0
-0.988954048,-0.942857112,0
1.594645459,0.23302929,1
1.016175363,-0.67076823,1
1.003997255,-0.914266363,1
0.827305965,-1.717467341,1
-1.041188542,-0.988102634,0
0.370700842,-2.35695259,1
0.864723065,-2.503554545,1
0.091859132,0.665531841,0
-2.109499797,-2.461686359,0
1.39726124,0.721623504,1
1.534844628,0.16351266,1
-0.63043748,-0.606748956,0
-0.666368509,-0.439633277,0
-0.243611537,0.16272005,0
0.907459144,-2.096411106,1
0.780662335,-0.271372065,1
0.512911321,-2.031722055,1
-1.167441505,-1.309972832,0
0.955918657,-0.684427627,1
1.026368576,-0.041922866,1
-1.521772235,-1.732150341,0
0.504365127,-2.030791097,1
0.548040267,-1.891263611,1
-1.35999835,-1.787217565,0
0.609734571,-0.49733354,1
-1.247094915,-1.525772175,0
1.027934676,-1.849198143,1
0.683104593,-1.113744936,1
1.409106322,1.888453272,1
0.941261238,0.031775561,1
-1.368097713,-1.559648948,0
1.440927398,-0.847469599,1
1.077653382,-2.015676641,1
0.110665398,-3.390767721,1
-0.50003509,-0.302180902,0
-1.243533566,-1.450511578,0
-0.864044583,-0.872960957,0
1.331428404,0.339055544,1
0.997750465,-1.12922837,1
-1.504724004,-1.62477594,0
-2.391369974,-2.769838528,0
1.488000104,0.613401715,1
0.938190227,0.791935225,0
-0.668720304,-1.030880611,0
-1.709350398,-1.938635279,0
1.115021967,-1.522941371,1
0.979761667,-1.60651154,1
0.712856474,-2.301743752,1
0.949473813,-1.348255981,1
0.507357949,-1.623439523,1
-0.438419555,-0.29516166,0
-0.886204598,-0.797061793,0
1.148033903,-0.889867049,1
-1.527998131,-1.832592707,0
-0.285885709,-0.10604118,0
1.909472868,0.435169582,1
-0.46741212,-0.617592753,0
-0.775890027,-0.6766148,0
-1.561953208,-1.617165836,0
-1.107226309,-1.371344201,0
-1.670275702,-1.924896169,0
-1.211419001,-1.268561075,0
-1.205632653,-1.378449321,0
-1.283449233,-1.322539176,0
-1.320968124,-1.676799916,0
1.245271573,-0.364518043,1
0.393561964,1.035850791,0
-1.212239331,-1.49086642,0
1.386943027,-1.110016195,1
0.851204837,-1.693578261,1
-0.490838421,-0.507936064,0
0.364935342,-2.089835456,1
1.151132151,-0.055818155,1
1.574904559,1.19182725,1
-0.478693259,-0.445541432,0
1.294863378,1.390253192,1
0.935918227,-1.56470132,1
-2.506629478,-3.054729582,0
0.834366699,-1.806026042,1
1.911975546,0.166158073,1
-2.699396458,-3.355254197,0
1.126725364,-0.677286999,1
1.303597094,-1.028921696,1
1.341953813,-1.542891089,1
-0.761038568,-0.738676783,0
-0.538603992,-0.456467984,0
0.748223782,0.577273863,1
0.804938435,-0.018699608,1
-0.741600223,-0.695801689,0
1.473635651,1.179825449,1
1.09050195,-0.671380892,1
0.973504194,-1.090143096,1
0.819366823,-1.688139041,1
-1.30877403,-1.526524486,0
-0.255194067,0.070254348,0
1.185413245,-0.913778264,1
0.958887049,-1.750318008,1
1.713587339,0.189678683,1
1.531850259,-0.488318079,1
0.264147175,-3.633381118,1
-1.746212076,-1.886813925,0
2.209549512,1.336503971,1
-1.213811148,-1.608142705,0
1.453743421,-1.465199147,1
-0.188273908,-0.016164726,0
1.232404066,-0.795566378,1
1.355222061,-0.527845481,1
1.474920568,-1.881305567,1
0.367682304,-1.717835063,1
-1.799560478,-1.761206026,0
0.901796408,-0.322768369,1
1.245826921,-2.113006552,1
0.554371924,-1.02509207,1
-2.362810805,-2.851198575,0
-0.330768806,-0.258809673,0
1.520884376,-0.01216901,1
0.334869228,-1.990392104,1
-0.822341081,-0.638646841,0
-0.647666949,-0.435076023,0
-1.423304568,-1.52149193,0
-1.696335265,-2.084325683,0
-0.313289972,0.267166553,0
-0.009101206,0.312591149,0
-0.176832082,0.033442091,0
0.547476195,-2.180639593,1
-0.671745177,-0.543981831,0
-1.494256217,-1.400268531,0
-0.949033602,-0.937390459,0
-2.203629268,-2.428794957,0
-2.040794463,-2.175992528,0
0.861639637,-1.350495054,1
1.019012564,-0.902930453,1
1.138725308,-0.422018374,1
0.371455813,-2.426423485,1
-0.913401247,-0.852116971,0
-1.416905313,-1.702419794,0
0.070873954,-1.89015853,1
-0.831941679,-0.574930454,0
-0.2296074,0.097605686,0
-1.926377304,-2.069626567,0
0.98776051,-2.257571104,1
-1.33938258,-1.392221574,0
0.427599477,1.061111676,0
0.26890987,0.642746541,1
1.778745046,0.759213038,1
1.147057131,-1.53647719,1
1.069361722,-1.440743497,1
1.690950035,0.025395083,1
0.363054145,-2.027346804,1
-0.619575771,-0.640453754,0
0.694649933,-1.441528884,1
-0.39305687,-0.320858094,0
-0.937324279,-0.882641255,0
0.794181968,-2.093807368,1
1.156451269,-0.950930994,1
1.005069113,-1.297054805,1
-1.266333449,-1.363392419,0
-0.163994875,0.109205475,0
0.926208649,-1.362754687,1
-0.599010006,-0.62047329,0
-1.735465054,-1.811435504,0
1.321547467,-0.410420839,1
0.575213385,-2.579944125,1
-1.692627031,-1.982306648,0
1.003739091,-2.07408149,1
-1.320737529,-1.449740262,0
1.738022005,-0.081031717,1
-0.354530118,-0.361426343,0
-0.067014509,0.054398583,0
0.998225387,-1.222625778,1
-1.267610697,-1.377757821,0
0.008887264,0.360610206,0
-1.522111885,-1.655268369,0
-1.200201495,-0.986036283,0
-1.721048217,-1.970428549,0
0.902373719,1.081213157,1
0.249982456,0.64419559,0
-0.816386393,-0.948543086,0
1.363041028,0.284504547,1
-1.120032161,-0.72838423,0
-0.20108405,-2.766420236,1
-0.954451906,-1.084529389,0
-0.795225231,-0.472365609,0
-1.050869098,-1.22437091,0
-0.394180148,-0.084126901,0
-0.862477364,-1.046892339,0
0.197553651,-3.734413078,1
-2.460852734,-2.972184327,0
-0.107187109,-0.095491313,0
0.590568772,-2.514852189,1
-0.749294699,-0.494027774,0
0.512588815,-2.265661085,1
0.921716803,0.048268239,1
0.341281648,0.785143824,0
-1.429370294,-1.44973833,0
-0.941408081,-0.96073674,0
0.6513841,-0.359635395,1
1.673158277,0.034119677,1
0.818194287,-0.110029692,1
1.727860134,-0.015782167,1
1.385330925,-0.346725626,1
0.831825536,-0.286404254,1
-0.765567983,-0.890776812,0
0.453624525,-1.550105446,1
1.369467259,-1.416530766,1
1.095503724,-1.064552227,1
-1.543088014,-1.888326733,0
0.481093069,-1.683367836,1
1.689052122,-0.209590876,1
-0.939889887,-0.892870353,0
-1.249267501,-1.242234879,0
0.530728714,0.123915363,1
0.609936336,-2.192920313,1
0.794272426,-1.225848728,1
-2.933791601,-3.411263408,0
0.9766176,-0.502718387,1
-0.941336013,-1.073888325,0
-2.349323884,-2.978004258,0
-0.666987637,-0.773096287,0
-1.480543474,-1.699817556,0
1.211661787,-0.340012891,1
-0.452387885,-2.89160966,1
1.163980296,-0.333406605,1
-1.450025479,-1.751283951,0
-2.105067778,-2.626079288,0
0.4575935,-0.854245278,1
0.641759366,-0.308069984,1
-1.35175587,-1.418385645,0
0.678138988,-0.230400658,1
0.807106057,-2.845192298,1
-2.239809298,-2.587769938,0
-0.33532875,0.037012472,0
0.861380061,0.076917926,1
-0.576070959,-4.75267384,1
-0.241590745,-0.12250357,0
0.817926104,-1.892046951,1
-2.034272058,-2.523566276,0
1.859250541,0.777049811,1
0.212946901,-1.889897564,1
1.389512507,-0.072892148,1
1.373695653,-0.773389784,1
0.909461288,0.571762421,1
0.425975884,0.902154648,0
-1.393221483,-1.481089717,0
-0.661885363,-0.871790059,0
1.4288662,-0.17219785,1
0.965110316,-2.076420954,1
1.33692929,-1.268415533,1
-1.337327788,-1.298506277,0
-1.957330761,-2.110849305,0
0.381378697,0.857845979,0
1.131027166,-2.306552154,1
-0.453904912,-0.503780491,0
-0.028457905,0.139176863,0
-0.550184835,-0.519947589,0
-1.500306958,-1.853426372,0
0.026206208,-4.713236824,1
-0.793527282,-0.74059216,0
-0.649742839,-0.536813277,0
-1.204686863,-1.113930901,0
-0.62184033,-0.599294787,0
1.273064942,1.201957532,1
1.020243318,-0.087419659,1
-0.200914245,0.001155643,0
1.165840327,0.500346416,1
-0.385334923,0.140105623,0
-1.290158845,-0.975080077,0
0.381646741,-2.747448448,1
-1.918186814,-2.127689125,0
0.134341395,-3.003682243,1
-1.069053365,-1.07711774,0
-1.207812926,-1.250472555,0
1.502526002,0.801857213,1
0.80409207,-1.449227773,1
0.156713044,-1.360223235,1
-0.427027598,-0.051648078,0
2.050591384,1.110315864,1
0.841882152,0.913104045,1
1.306936985,-1.56273259,1
-1.137358752,-0.934490784,0
0.362516381,-2.377727924,1
-1.093042716,-1.04740848,0
-0.80116658,-0.795674322,0
-1.749876633,-2.061335885,0
2.002708004,0.726132877,1
-0.636836012,-0.397645757,0
1.354901145,0.135532671,1
-1.146764693,-1.348432474,0
0.545612239,-1.745905648,1
1.380522149,-1.735963345,1
1.280928679,-0.006062934,1
0.270930697,0.612602032,0
1.770198617,0.381855286,1
-1.462942971,-1.57034021,0
1.705807666,2.567017714,1
0.29808227,-0.935144084,1
-1.236045848,-1.277010538,0
1.015509479,-1.054229792,1
0.426902708,-0.953367422,1
-1.389589437,-1.488549114,0
-0.151240193,0.423316499,0
-0.513084159,-0.62300413,0
-1.170816934,-1.279377202,0
2.205750342,1.800296619,1
-1.071232097,-1.324038431,0
-1.611352768,-2.002155197,0
-0.138870701,0.227857783,0
-0.614635538,-0.478769942,0
1.585799069,-0.043243972,1
1.894480784,0.369145393,1
-1.760964757,-2.143389511,0
-1.526095662,-1.970826773,0
0.475158161,-2.862852297,1
-0.949629016,-0.926115222,0
-0.014831174,0.37525728,0
0.834898533,-0.474930281,1
1.261931756,-1.853443253,1
0.727247858,-2.386622607,1
-0.941548311,-0.842921695,0
-1.341518514,-1.229485451,0
1.787200992,1.494486671,1
1.3705618,-0.379326348,1
1.014584237,-0.526337058,1
1.136816349,2.169786623,1
0.005691997,-3.506981042,1
0.688216217,-1.87468949,1
-0.987162015,-1.253151507,0
1.600068406,-1.275514416,1
1.515738605,1.168364338,1
-1.392946105,-1.561237479,0
-1.741955172,-1.959885344,0
0.609445251,-1.385511518,1
1.00032254,-0.558496023,1
0.577446491,-0.146127209,1
-1.089908934,-1.140530384,0
1.054759251,-1.686105685,1
0.829082943,-1.713647837,1
-0.718740277,-0.730399464,0
-1.155957466,-1.061525828,0
-1.898042871,-2.085624874,0
1.229007052,-0.411158552,1
-1.234193053,-1.424676797,0
0.904483596,-0.216061918,1
1.158814796,-0.780929771,1
1.531616304,-0.18170264,1
-1.341884812,-1.68642756,0
1.187025544,0.701531037,1
1.246497252,0.603487341,1
0.105590125,-3.34412636,1
1.093840417,0.119189087,1
1.786342774,1.139153563,1
-1.618090986,-1.894954565,0
1.345364662,-0.466420354,1
-0.531500263,-0.383882778,0
1.373213212,-0.421368774,1
-0.620790419,-0.308451533,0
1.108144974,-1.314858503,1
-1.0598099,-1.228721428,0
-1.082234585,-0.93012933,0
-1.024515842,-0.891728132,0
-1.342613289,-1.465291825,0
-1.119260147,-1.154641492,0
1.337888876,-0.905406442,1
-0.571550778,-0.818366447,0
1.221616193,-0.143030576,1
0.74944652,-1.531020545,1
1.271949092,-1.258213902,1
-1.06685835,-1.145086121,0
1.318880576,-0.554347168,1
-0.665311786,-0.552742575,0
-0.970010292,-1.065571113,0
0.049734527,-4.082155871,1
1.401953957,0.320595285,1
-1.143078685,-1.211024539,0
1.427459633,0.708633436,1
-1.071810883,-1.08131386,0
1.340055905,0.520119248,1
-1.607811517,-1.671057191,0
0.695093467,-1.843257404,1
1.215671802,-0.482126356,1
-0.663926786,-0.402822426,0
0.733444725,-0.241668874,1
1.153510683,-1.110455404,1
1.549086781,-0.723004213,1
0.38094205,-1.414737155,1
1.051472597,-1.522417992,1
-1.257509568,-1.28968837,0
0.473126794,-4.88741053,1
-0.183344976,0.294568517,0
-1.752993954,-2.114129947,0
0.39634321,-3.020980297,1
1.33914008,-0.520012897,1
0.801500858,0.037132109,1
1.018276333,0.777342191,1
-2.290404189,-2.452785918,0
-1.068314288,-1.302098193,0
0.399490894,-1.971488536,1
0.511035341,1.010359088,0
1.051866991,-0.059030344,1
-0.633343392,-0.474104284,0
-0.715466571,-0.699040914,0
0.055367895,-2.86027657,1
0.755811286,-1.898604348,1
1.024950766,-0.647179124,1
0.259934049,-2.772527715,1
-0.845634366,-0.883958913,0
-1.303823514,-1.092443808,0
-2.035993998,-2.58037019,0
-1.801589811,-2.179364815,0
0.59596848,-0.723495729,1
0.60790326,-1.715741767,1
-1.815690719,-2.056435473,0
0.836051481,0.403099978,1
1.204072508,-0.127133308,1
-0.435626337,-0.045692246,0
0.851172851,-0.263411723,1
1.680538904,0.509628665,1
1.833880244,0.251716033,1
-0.33025243,-0.172549427,0
0.25870332,-1.735426786,1
0.208761991,-2.010171598,1
0.920572649,-1.144790653,1
1.752052137,-1.951891134,1
-2.228399834,-2.734769692,0
0.358827703,0.965922894,0
0.674602237,-1.855812562,1
1.491134734,-0.095120257,1
-0.062397315,0.356808793,0
-2.0362007,-2.288988115,0
1.346187641,1.280373854,1
1.12764351,-1.566156505,1
0.996335006,-3.375973068,1
2.236726106,0.91978629,1
2.350329902,1.730544983,1
-1.955053135,-2.27827205,0
0.229488199,-3.076174831,1
0.104324753,0.373844446,0
-1.351180437,-1.496942249,0
-0.916656508,-1.015952341,0
-1.001481031,-1.133387479,0
-1.122646736,-1.192771799,0
-0.769822396,-0.862648512,0
-1.821872346,-2.235165988,0
0.289948311,-1.610333458,1
0.323604588,-2.808230044,1
-0.48437749,-0.227268613,0
1.16963225,-0.757577234,1
-0.740983683,-0.715854193,0
-0.86165517,-0.614685076,0
-0.236294012,-2.38943399,1
-1.470218257,-1.451660479,0
2.246448875,-0.034932168,1
